,Transaction ID,Customer ID,Day,Month,Year,Date,Gender,Age,Age Group,Product Category,Quantity,Price per Unit,Total Amount
576,577,CUST577,Monday,2,2023,2023-02-13,Male,21,18 - 24,Beauty,4,500,2000
577,578,CUST578,Friday,5,2023,2023-05-26,Female,54,54 - 65,Clothing,4,30,120
578,579,CUST579,Thursday,9,2023,2023-09-21,Female,38,35 - 44,Electronics,1,30,30
579,580,CUST580,Wednesday,12,2023,2023-12-06,Female,31,25 - 34,Clothing,3,500,1500
580,581,CUST581,Tuesday,11,2023,2023-11-21,Female,48,45 - 54,Beauty,2,30,60
581,582,CUST582,Tuesday,11,2023,2023-11-14,Male,35,35 - 44,Clothing,3,300,900
582,583,CUST583,Wednesday,6,2023,2023-06-21,Female,24,18 - 24,Electronics,4,25,100
583,584,CUST584,Friday,2,2023,2023-02-17,Female,27,25 - 34,Beauty,4,50,200
584,585,CUST585,Monday,5,2023,2023-05-01,Female,24,18 - 24,Clothing,1,25,25
585,586,CUST586,Monday,12,2023,2023-12-11,Male,50,45 - 54,Electronics,1,50,50
586,587,CUST587,Thursday,6,2023,2023-06-08,Female,40,35 - 44,Beauty,4,300,1200
587,588,CUST588,Wednesday,4,2023,2023-04-26,Male,38,35 - 44,Electronics,2,30,60
588,589,CUST589,Wednesday,4,2023,2023-04-12,Female,36,35 - 44,Beauty,2,500,1000
589,590,CUST590,Friday,3,2023,2023-03-17,Male,36,35 - 44,Clothing,3,300,900
590,591,CUST591,Friday,1,2023,2023-01-13,Male,53,45 - 54,Electronics,4,25,100
591,592,CUST592,Tuesday,1,2023,2023-01-24,Female,46,45 - 54,Beauty,4,500,2000
592,593,CUST593,Saturday,5,2023,2023-05-06,Male,35,35 - 44,Electronics,2,30,60
593,594,CUST594,Friday,9,2023,2023-09-01,Female,19,18 - 24,Electronics,2,300,600
594,595,CUST595,Thursday,11,2023,2023-11-09,Female,18,18 - 24,Clothing,4,500,2000
595,596,CUST596,Tuesday,2,2023,2023-02-07,Female,64,54 - 65,Electronics,1,300,300
596,597,CUST597,Tuesday,8,2023,2023-08-22,Male,22,18 - 24,Beauty,4,300,1200
597,598,CUST598,Tuesday,8,2023,2023-08-01,Male,37,35 - 44,Beauty,4,30,120
598,599,CUST599,Sunday,11,2023,2023-11-19,Female,28,25 - 34,Beauty,2,50,100
599,600,CUST600,Sunday,10,2023,2023-10-22,Female,59,54 - 65,Beauty,2,500,1000
600,601,CUST601,Monday,4,2023,2023-04-10,Male,19,18 - 24,Clothing,1,30,30
601,602,CUST602,Saturday,12,2023,2023-12-23,Female,20,18 - 24,Electronics,1,300,300
602,603,CUST603,Sunday,7,2023,2023-07-16,Female,40,35 - 44,Clothing,3,30,90
603,604,CUST604,Monday,9,2023,2023-09-11,Female,29,25 - 34,Electronics,4,50,200
604,605,CUST605,Monday,7,2023,2023-07-24,Male,37,35 - 44,Electronics,2,500,1000
605,606,CUST606,Friday,5,2023,2023-05-05,Male,22,18 - 24,Electronics,1,50,50
606,607,CUST607,Friday,3,2023,2023-03-17,Male,54,54 - 65,Clothing,3,25,75
607,608,CUST608,Saturday,12,2023,2023-12-02,Female,55,54 - 65,Electronics,3,500,1500
608,609,CUST609,Tuesday,12,2023,2023-12-19,Female,47,45 - 54,Clothing,2,50,100
609,610,CUST610,Tuesday,1,2023,2023-01-03,Female,26,25 - 34,Beauty,2,300,600
610,611,CUST611,Friday,2,2023,2023-02-24,Male,51,45 - 54,Beauty,3,500,1500
611,612,CUST612,Sunday,8,2023,2023-08-06,Female,61,54 - 65,Electronics,1,500,500
612,613,CUST613,Sunday,4,2023,2023-04-23,Female,52,45 - 54,Clothing,3,30,90
613,614,CUST614,Saturday,4,2023,2023-04-01,Female,39,35 - 44,Beauty,4,300,1200
614,615,CUST615,Saturday,12,2023,2023-12-23,Female,61,54 - 65,Clothing,4,25,100
615,616,CUST616,Saturday,9,2023,2023-09-23,Male,41,35 - 44,Clothing,2,50,100
616,617,CUST617,Saturday,8,2023,2023-08-26,Male,34,25 - 34,Electronics,1,30,30
617,618,CUST618,Thursday,1,2023,2023-01-26,Female,27,25 - 34,Beauty,1,50,50
618,619,CUST619,Friday,10,2023,2023-10-13,Male,47,45 - 54,Electronics,4,25,100
619,620,CUST620,Monday,5,2023,2023-05-08,Male,63,54 - 65,Electronics,3,25,75
620,621,CUST621,Saturday,3,2023,2023-03-04,Female,40,35 - 44,Beauty,2,500,1000
621,622,CUST622,Tuesday,8,2023,2023-08-22,Female,49,45 - 54,Beauty,3,25,75
622,623,CUST623,Friday,3,2023,2023-03-10,Male,34,25 - 34,Clothing,3,50,150
623,624,CUST624,Saturday,8,2023,2023-08-26,Female,34,25 - 34,Beauty,3,300,900
624,625,CUST625,Friday,12,2023,2023-12-08,Male,31,25 - 34,Clothing,1,300,300
625,626,CUST626,Friday,9,2023,2023-09-29,Female,26,25 - 34,Clothing,4,500,2000
626,627,CUST627,Saturday,10,2023,2023-10-14,Male,57,54 - 65,Clothing,1,50,50
627,628,CUST628,Wednesday,11,2023,2023-11-01,Female,19,18 - 24,Beauty,4,50,200
628,629,CUST629,Monday,6,2023,2023-06-12,Male,62,54 - 65,Electronics,2,25,50
629,630,CUST630,Tuesday,8,2023,2023-08-15,Male,42,35 - 44,Clothing,2,50,100
630,631,CUST631,Friday,11,2023,2023-11-10,Male,56,54 - 65,Electronics,3,30,90
631,632,CUST632,Saturday,9,2023,2023-09-16,Female,26,25 - 34,Electronics,4,25,100
632,633,CUST633,Monday,8,2023,2023-08-07,Male,39,35 - 44,Beauty,4,30,120
633,634,CUST634,Sunday,10,2023,2023-10-08,Male,60,54 - 65,Electronics,4,500,2000
634,635,CUST635,Thursday,8,2023,2023-08-17,Female,63,54 - 65,Electronics,3,300,900
635,636,CUST636,Thursday,3,2023,2023-03-23,Female,21,18 - 24,Beauty,3,500,1500
636,637,CUST637,Friday,9,2023,2023-09-01,Male,43,35 - 44,Clothing,2,300,600
637,638,CUST638,Saturday,8,2023,2023-08-19,Male,46,45 - 54,Electronics,1,500,500
638,639,CUST639,Saturday,5,2023,2023-05-13,Female,62,54 - 65,Beauty,4,50,200
639,640,CUST640,Sunday,5,2023,2023-05-07,Female,51,45 - 54,Electronics,4,30,120
640,641,CUST641,Thursday,11,2023,2023-11-23,Female,40,35 - 44,Electronics,1,300,300
641,642,CUST642,Monday,5,2023,2023-05-22,Female,54,54 - 65,Clothing,4,25,100
642,643,CUST643,Sunday,9,2023,2023-09-24,Female,28,25 - 34,Electronics,3,30,90
643,644,CUST644,Wednesday,9,2023,2023-09-06,Male,23,18 - 24,Beauty,3,25,75
644,645,CUST645,Friday,11,2023,2023-11-17,Female,35,35 - 44,Electronics,4,30,120
645,646,CUST646,Wednesday,5,2023,2023-05-03,Male,38,35 - 44,Clothing,3,30,90
646,647,CUST647,Sunday,5,2023,2023-05-21,Male,59,54 - 65,Clothing,3,500,1500
647,648,CUST648,Monday,8,2023,2023-08-14,Male,53,45 - 54,Beauty,4,300,1200
648,649,CUST649,Thursday,2,2023,2023-02-09,Female,58,54 - 65,Clothing,2,300,600
649,650,CUST650,Monday,1,2024,2024-01-01,Male,55,54 - 65,Electronics,1,30,30
650,651,CUST651,Saturday,5,2023,2023-05-27,Male,51,45 - 54,Clothing,3,50,150
651,652,CUST652,Monday,5,2023,2023-05-01,Female,34,25 - 34,Beauty,2,50,100
652,653,CUST653,Saturday,5,2023,2023-05-20,Male,54,54 - 65,Clothing,3,25,75
653,654,CUST654,Wednesday,6,2023,2023-06-21,Male,42,35 - 44,Clothing,3,25,75
654,655,CUST655,Tuesday,6,2023,2023-06-13,Female,55,54 - 65,Clothing,1,500,500
655,656,CUST656,Wednesday,10,2023,2023-10-04,Male,29,25 - 34,Beauty,3,30,90
656,657,CUST657,Saturday,2,2023,2023-02-11,Male,40,35 - 44,Clothing,1,25,25
657,658,CUST658,Sunday,3,2023,2023-03-12,Male,59,54 - 65,Clothing,1,25,25
658,659,CUST659,Sunday,3,2023,2023-03-19,Female,39,35 - 44,Electronics,1,30,30
659,660,CUST660,Saturday,4,2023,2023-04-29,Female,38,35 - 44,Beauty,2,500,1000
660,661,CUST661,Sunday,7,2023,2023-07-16,Female,44,35 - 44,Clothing,4,25,100
661,662,CUST662,Friday,12,2023,2023-12-22,Male,48,45 - 54,Beauty,2,500,1000
662,663,CUST663,Monday,3,2023,2023-03-20,Male,23,18 - 24,Clothing,4,300,1200
663,664,CUST664,Thursday,12,2023,2023-12-28,Female,44,35 - 44,Clothing,4,500,2000
664,665,CUST665,Thursday,4,2023,2023-04-20,Male,57,54 - 65,Clothing,1,50,50
665,666,CUST666,Thursday,2,2023,2023-02-02,Male,51,45 - 54,Electronics,3,50,150
666,667,CUST667,Tuesday,8,2023,2023-08-01,Female,29,25 - 34,Electronics,1,500,500
667,668,CUST668,Friday,7,2023,2023-07-28,Female,62,54 - 65,Electronics,3,50,150
668,669,CUST669,Monday,6,2023,2023-06-19,Male,24,18 - 24,Beauty,4,300,1200
669,670,CUST670,Thursday,10,2023,2023-10-05,Male,27,25 - 34,Beauty,1,30,30
670,671,CUST671,Sunday,8,2023,2023-08-27,Male,62,54 - 65,Electronics,3,50,150
671,672,CUST672,Tuesday,8,2023,2023-08-01,Female,34,25 - 34,Beauty,2,50,100
672,673,CUST673,Wednesday,2,2023,2023-02-01,Female,43,35 - 44,Clothing,3,500,1500
673,674,CUST674,Sunday,4,2023,2023-04-16,Female,38,35 - 44,Clothing,1,300,300
674,675,CUST675,Friday,8,2023,2023-08-04,Female,45,45 - 54,Clothing,2,30,60
675,676,CUST676,Wednesday,7,2023,2023-07-19,Male,63,54 - 65,Electronics,3,500,1500
676,677,CUST677,Friday,10,2023,2023-10-27,Female,19,18 - 24,Beauty,3,500,1500
677,678,CUST678,Saturday,12,2023,2023-12-23,Female,60,54 - 65,Electronics,3,300,900
678,679,CUST679,Wednesday,1,2023,2023-01-11,Female,18,18 - 24,Beauty,3,30,90
679,680,CUST680,Sunday,10,2023,2023-10-22,Female,53,45 - 54,Clothing,3,300,900
680,681,CUST681,Friday,7,2023,2023-07-14,Female,43,35 - 44,Electronics,2,30,60
681,682,CUST682,Saturday,9,2023,2023-09-02,Male,46,45 - 54,Beauty,4,300,1200
682,683,CUST683,Wednesday,1,2023,2023-01-04,Male,38,35 - 44,Beauty,2,500,1000
683,684,CUST684,Friday,6,2023,2023-06-30,Female,28,25 - 34,Clothing,2,500,1000
684,685,CUST685,Friday,6,2023,2023-06-02,Male,57,54 - 65,Electronics,2,25,50
685,686,CUST686,Wednesday,7,2023,2023-07-19,Female,28,25 - 34,Electronics,4,50,200
686,687,CUST687,Thursday,8,2023,2023-08-03,Female,53,45 - 54,Electronics,1,300,300
687,688,CUST688,Tuesday,10,2023,2023-10-03,Male,56,54 - 65,Clothing,4,25,100
688,689,CUST689,Saturday,10,2023,2023-10-07,Male,57,54 - 65,Electronics,2,50,100
689,690,CUST690,Sunday,11,2023,2023-11-05,Female,52,45 - 54,Clothing,3,300,900
690,691,CUST691,Sunday,4,2023,2023-04-23,Female,51,45 - 54,Clothing,3,30,90
691,692,CUST692,Thursday,9,2023,2023-09-07,Female,64,54 - 65,Clothing,2,50,100
692,693,CUST693,Sunday,4,2023,2023-04-23,Male,41,35 - 44,Beauty,3,500,1500
693,694,CUST694,Saturday,5,2023,2023-05-20,Female,39,35 - 44,Electronics,2,25,50
694,695,CUST695,Saturday,8,2023,2023-08-12,Female,22,18 - 24,Electronics,3,50,150
695,696,CUST696,Wednesday,9,2023,2023-09-06,Female,50,45 - 54,Clothing,4,50,200
696,697,CUST697,Sunday,1,2023,2023-01-15,Male,53,45 - 54,Clothing,1,500,500
697,698,CUST698,Wednesday,7,2023,2023-07-19,Female,64,54 - 65,Electronics,1,300,300
698,699,CUST699,Thursday,6,2023,2023-06-22,Female,37,35 - 44,Clothing,4,30,120
699,700,CUST700,Saturday,12,2023,2023-12-09,Male,36,35 - 44,Electronics,4,500,2000
700,701,CUST701,Thursday,12,2023,2023-12-14,Female,52,45 - 54,Beauty,2,30,60
701,702,CUST702,Thursday,7,2023,2023-07-27,Female,60,54 - 65,Clothing,2,300,600
702,703,CUST703,Sunday,3,2023,2023-03-26,Male,34,25 - 34,Electronics,2,50,100
703,704,CUST704,Monday,8,2023,2023-08-28,Female,62,54 - 65,Clothing,3,30,90
704,705,CUST705,Tuesday,3,2023,2023-03-07,Male,60,54 - 65,Electronics,2,25,50
705,706,CUST706,Wednesday,11,2023,2023-11-15,Male,51,45 - 54,Electronics,4,25,100
706,707,CUST707,Sunday,10,2023,2023-10-01,Female,26,25 - 34,Clothing,1,500,500
707,708,CUST708,Saturday,1,2023,2023-01-14,Female,43,35 - 44,Beauty,3,300,900
708,709,CUST709,Friday,7,2023,2023-07-21,Female,19,18 - 24,Electronics,2,500,1000
709,710,CUST710,Tuesday,10,2023,2023-10-31,Female,26,25 - 34,Electronics,3,500,1500
710,711,CUST711,Monday,10,2023,2023-10-16,Male,26,25 - 34,Electronics,3,500,1500
711,712,CUST712,Wednesday,12,2023,2023-12-06,Female,57,54 - 65,Beauty,2,25,50
712,713,CUST713,Saturday,1,2023,2023-01-14,Male,34,25 - 34,Beauty,3,25,75
713,714,CUST714,Sunday,2,2023,2023-02-12,Female,18,18 - 24,Clothing,1,500,500
714,715,CUST715,Sunday,11,2023,2023-11-26,Female,42,35 - 44,Beauty,4,25,100
715,716,CUST716,Tuesday,8,2023,2023-08-08,Female,60,54 - 65,Clothing,4,300,1200
716,717,CUST717,Saturday,3,2023,2023-03-11,Male,57,54 - 65,Clothing,1,500,500
717,718,CUST718,Friday,8,2023,2023-08-25,Female,59,54 - 65,Beauty,3,25,75
718,719,CUST719,Tuesday,4,2023,2023-04-04,Female,42,35 - 44,Clothing,2,30,60
719,720,CUST720,Thursday,1,2023,2023-01-26,Female,56,54 - 65,Beauty,3,500,1500
720,721,CUST721,Sunday,5,2023,2023-05-14,Female,52,45 - 54,Clothing,1,500,500
721,722,CUST722,Friday,7,2023,2023-07-14,Male,20,18 - 24,Beauty,3,300,900
722,723,CUST723,Saturday,6,2023,2023-06-17,Female,54,54 - 65,Beauty,4,50,200
723,724,CUST724,Wednesday,4,2023,2023-04-19,Male,61,54 - 65,Clothing,3,50,150
724,725,CUST725,Monday,8,2023,2023-08-21,Male,61,54 - 65,Electronics,1,300,300
725,726,CUST726,Saturday,6,2023,2023-06-17,Male,47,45 - 54,Clothing,4,300,1200
726,727,CUST727,Thursday,6,2023,2023-06-22,Male,55,54 - 65,Beauty,3,300,900
727,728,CUST728,Friday,7,2023,2023-07-14,Male,51,45 - 54,Electronics,3,50,150
728,729,CUST729,Tuesday,5,2023,2023-05-23,Male,29,25 - 34,Clothing,4,300,1200
729,730,CUST730,Friday,8,2023,2023-08-04,Female,36,35 - 44,Clothing,2,25,50
730,731,CUST731,Wednesday,5,2023,2023-05-10,Male,54,54 - 65,Clothing,4,500,2000
731,732,CUST732,Saturday,2,2023,2023-02-11,Male,61,54 - 65,Electronics,2,500,1000
732,733,CUST733,Tuesday,8,2023,2023-08-29,Male,34,25 - 34,Beauty,1,30,30
733,734,CUST734,Tuesday,1,2023,2023-01-10,Female,27,25 - 34,Clothing,1,30,30
734,735,CUST735,Wednesday,10,2023,2023-10-04,Female,64,54 - 65,Clothing,4,500,2000
735,736,CUST736,Friday,1,2023,2023-01-27,Male,29,25 - 34,Clothing,4,25,100
736,737,CUST737,Thursday,6,2023,2023-06-29,Female,33,25 - 34,Clothing,1,50,50
737,738,CUST738,Tuesday,4,2023,2023-04-25,Male,41,35 - 44,Clothing,2,50,100
738,739,CUST739,Wednesday,11,2023,2023-11-29,Male,36,35 - 44,Beauty,1,25,25
739,740,CUST740,Sunday,2,2023,2023-02-05,Female,25,25 - 34,Beauty,4,50,200
740,741,CUST741,Thursday,11,2023,2023-11-30,Male,48,45 - 54,Clothing,1,300,300
741,742,CUST742,Saturday,1,2023,2023-01-21,Female,38,35 - 44,Electronics,4,500,2000
742,743,CUST743,Monday,1,2023,2023-01-16,Female,34,25 - 34,Beauty,4,500,2000
743,744,CUST744,Sunday,5,2023,2023-05-07,Male,40,35 - 44,Electronics,1,25,25
744,745,CUST745,Thursday,4,2023,2023-04-13,Male,54,54 - 65,Beauty,2,50,100
745,746,CUST746,Wednesday,1,2023,2023-01-11,Female,33,25 - 34,Clothing,3,30,90
746,747,CUST747,Wednesday,11,2023,2023-11-15,Male,23,18 - 24,Beauty,1,30,30
747,748,CUST748,Monday,3,2023,2023-03-20,Male,25,25 - 34,Clothing,3,50,150
748,749,CUST749,Wednesday,5,2023,2023-05-03,Male,42,35 - 44,Beauty,1,30,30
749,750,CUST750,Monday,3,2023,2023-03-06,Female,35,35 - 44,Clothing,3,25,75
750,751,CUST751,Thursday,8,2023,2023-08-31,Female,42,35 - 44,Clothing,2,25,50
751,752,CUST752,Saturday,12,2023,2023-12-09,Male,29,25 - 34,Clothing,2,50,100
752,753,CUST753,Tuesday,2,2023,2023-02-28,Female,32,25 - 34,Clothing,1,30,30
753,754,CUST754,Monday,10,2023,2023-10-16,Female,43,35 - 44,Electronics,4,25,100
754,755,CUST755,Saturday,4,2023,2023-04-22,Female,58,54 - 65,Clothing,3,25,75
755,756,CUST756,Sunday,8,2023,2023-08-27,Female,62,54 - 65,Electronics,4,300,1200
756,757,CUST757,Monday,12,2023,2023-12-25,Female,43,35 - 44,Electronics,4,300,1200
757,758,CUST758,Friday,5,2023,2023-05-12,Male,64,54 - 65,Clothing,4,25,100
758,759,CUST759,Saturday,7,2023,2023-07-08,Male,49,45 - 54,Electronics,2,50,100
759,760,CUST760,Monday,3,2023,2023-03-27,Male,27,25 - 34,Beauty,1,500,500
760,761,CUST761,Tuesday,11,2023,2023-11-07,Female,33,25 - 34,Clothing,1,500,500
761,762,CUST762,Tuesday,11,2023,2023-11-07,Female,24,18 - 24,Electronics,2,25,50
762,763,CUST763,Tuesday,2,2023,2023-02-28,Male,34,25 - 34,Clothing,2,25,50
763,764,CUST764,Saturday,3,2023,2023-03-25,Female,40,35 - 44,Clothing,1,25,25
764,765,CUST765,Friday,6,2023,2023-06-09,Male,43,35 - 44,Clothing,4,50,200
765,766,CUST766,Saturday,2,2023,2023-02-25,Male,38,35 - 44,Electronics,3,300,900
766,767,CUST767,Tuesday,10,2023,2023-10-24,Male,39,35 - 44,Beauty,3,25,75
767,768,CUST768,Saturday,1,2023,2023-01-14,Female,24,18 - 24,Beauty,3,25,75
768,769,CUST769,Friday,6,2023,2023-06-09,Female,31,25 - 34,Electronics,4,30,120
769,770,CUST770,Sunday,10,2023,2023-10-22,Male,32,25 - 34,Clothing,1,50,50
770,771,CUST771,Wednesday,12,2023,2023-12-13,Male,24,18 - 24,Electronics,2,25,50
771,772,CUST772,Wednesday,7,2023,2023-07-12,Male,26,25 - 34,Electronics,1,30,30
772,773,CUST773,Sunday,7,2023,2023-07-23,Male,25,25 - 34,Electronics,4,500,2000
773,774,CUST774,Wednesday,4,2023,2023-04-12,Female,40,35 - 44,Clothing,2,25,50
774,775,CUST775,Wednesday,2,2023,2023-02-08,Female,46,45 - 54,Electronics,4,25,100
775,776,CUST776,Tuesday,10,2023,2023-10-31,Male,35,35 - 44,Clothing,3,30,90
776,777,CUST777,Wednesday,12,2023,2023-12-20,Male,48,45 - 54,Electronics,3,50,150
777,778,CUST778,Saturday,11,2023,2023-11-18,Female,47,45 - 54,Beauty,4,25,100
778,779,CUST779,Friday,5,2023,2023-05-05,Female,56,54 - 65,Electronics,2,500,1000
779,780,CUST780,Wednesday,2,2023,2023-02-22,Male,52,45 - 54,Electronics,2,25,50
780,781,CUST781,Saturday,12,2023,2023-12-23,Male,35,35 - 44,Beauty,1,500,500
781,782,CUST782,Sunday,6,2023,2023-06-04,Male,59,54 - 65,Clothing,3,300,900
782,783,CUST783,Sunday,12,2023,2023-12-17,Female,56,54 - 65,Clothing,1,300,300
783,784,CUST784,Saturday,11,2023,2023-11-04,Female,34,25 - 34,Electronics,1,500,500
784,785,CUST785,Friday,3,2023,2023-03-03,Female,31,25 - 34,Beauty,4,50,200
785,786,CUST786,Tuesday,10,2023,2023-10-17,Male,48,45 - 54,Clothing,4,25,100
786,787,CUST787,Sunday,1,2023,2023-01-22,Male,41,35 - 44,Electronics,1,25,25
787,788,CUST788,Tuesday,6,2023,2023-06-27,Female,52,45 - 54,Beauty,3,300,900
788,789,CUST789,Saturday,9,2023,2023-09-30,Female,61,54 - 65,Clothing,4,500,2000
789,790,CUST790,Tuesday,8,2023,2023-08-08,Male,62,54 - 65,Clothing,1,25,25
790,791,CUST791,Tuesday,12,2023,2023-12-05,Female,51,45 - 54,Beauty,1,25,25
791,792,CUST792,Sunday,7,2023,2023-07-09,Female,20,18 - 24,Beauty,1,50,50
792,793,CUST793,Sunday,2,2023,2023-02-05,Male,54,54 - 65,Beauty,1,30,30
793,794,CUST794,Sunday,9,2023,2023-09-17,Female,60,54 - 65,Beauty,1,300,300
794,795,CUST795,Tuesday,11,2023,2023-11-28,Male,57,54 - 65,Electronics,1,300,300
795,796,CUST796,Saturday,6,2023,2023-06-24,Male,43,35 - 44,Beauty,4,30,120
796,797,CUST797,Saturday,1,2023,2023-01-07,Male,40,35 - 44,Clothing,3,25,75
797,798,CUST798,Friday,8,2023,2023-08-04,Male,61,54 - 65,Clothing,1,50,50
798,799,CUST799,Friday,9,2023,2023-09-08,Male,56,54 - 65,Electronics,2,50,100
799,800,CUST800,Friday,2,2023,2023-02-24,Male,32,25 - 34,Clothing,4,300,1200
800,801,CUST801,Thursday,8,2023,2023-08-10,Male,21,18 - 24,Clothing,4,50,200
801,802,CUST802,Wednesday,7,2023,2023-07-05,Female,46,45 - 54,Beauty,1,30,30
802,803,CUST803,Wednesday,11,2023,2023-11-22,Male,39,35 - 44,Clothing,4,25,100
803,804,CUST804,Thursday,8,2023,2023-08-24,Male,42,35 - 44,Electronics,1,30,30
804,805,CUST805,Friday,12,2023,2023-12-29,Female,30,25 - 34,Beauty,3,500,1500
805,806,CUST806,Monday,3,2023,2023-03-20,Female,35,35 - 44,Beauty,3,300,900
806,807,CUST807,Friday,8,2023,2023-08-11,Female,50,45 - 54,Electronics,4,50,200
807,808,CUST808,Saturday,4,2023,2023-04-01,Male,33,25 - 34,Beauty,4,500,2000
808,809,CUST809,Monday,9,2023,2023-09-25,Female,62,54 - 65,Beauty,2,50,100
809,810,CUST810,Thursday,11,2023,2023-11-30,Male,59,54 - 65,Electronics,4,25,100
810,811,CUST811,Friday,5,2023,2023-05-19,Male,61,54 - 65,Beauty,2,25,50
811,812,CUST812,Sunday,11,2023,2023-11-12,Male,19,18 - 24,Electronics,3,25,75
812,813,CUST813,Tuesday,10,2023,2023-10-03,Male,52,45 - 54,Electronics,3,50,150
813,814,CUST814,Tuesday,9,2023,2023-09-05,Female,59,54 - 65,Clothing,1,500,500
814,815,CUST815,Sunday,8,2023,2023-08-27,Female,51,45 - 54,Clothing,3,25,75
815,816,CUST816,Saturday,8,2023,2023-08-12,Male,47,45 - 54,Beauty,2,500,1000
816,817,CUST817,Tuesday,10,2023,2023-10-31,Male,30,25 - 34,Beauty,4,50,200
817,818,CUST818,Thursday,5,2023,2023-05-18,Male,30,25 - 34,Electronics,1,500,500
818,819,CUST819,Thursday,6,2023,2023-06-15,Female,35,35 - 44,Beauty,2,50,100
819,820,CUST820,Saturday,5,2023,2023-05-06,Male,49,45 - 54,Electronics,4,50,200
820,821,CUST821,Tuesday,2,2023,2023-02-14,Male,49,45 - 54,Electronics,1,300,300
821,822,CUST822,Tuesday,5,2023,2023-05-23,Female,52,45 - 54,Beauty,3,50,150
822,823,CUST823,Saturday,8,2023,2023-08-19,Female,56,54 - 65,Electronics,2,50,100
823,824,CUST824,Friday,5,2023,2023-05-05,Male,63,54 - 65,Clothing,4,30,120
824,825,CUST825,Saturday,8,2023,2023-08-26,Female,46,45 - 54,Beauty,1,25,25
825,826,CUST826,Thursday,10,2023,2023-10-19,Female,46,45 - 54,Clothing,1,300,300
826,827,CUST827,Thursday,11,2023,2023-11-09,Male,61,54 - 65,Beauty,3,300,900
827,828,CUST828,Saturday,12,2023,2023-12-09,Female,33,25 - 34,Electronics,4,300,1200
828,829,CUST829,Friday,7,2023,2023-07-14,Male,61,54 - 65,Beauty,3,30,90
829,830,CUST830,Thursday,6,2023,2023-06-22,Female,64,54 - 65,Clothing,3,50,150
830,831,CUST831,Sunday,1,2023,2023-01-15,Male,27,25 - 34,Electronics,4,25,100
831,832,CUST832,Monday,9,2023,2023-09-11,Male,47,45 - 54,Beauty,4,500,2000
832,833,CUST833,Friday,6,2023,2023-06-16,Male,42,35 - 44,Beauty,4,50,200
833,834,CUST834,Tuesday,4,2023,2023-04-04,Female,56,54 - 65,Beauty,2,30,60
834,835,CUST835,Thursday,9,2023,2023-09-07,Male,37,35 - 44,Clothing,4,50,200
835,836,CUST836,Wednesday,4,2023,2023-04-19,Female,22,18 - 24,Clothing,1,50,50
836,837,CUST837,Saturday,7,2023,2023-07-01,Male,18,18 - 24,Beauty,3,30,90
837,838,CUST838,Saturday,5,2023,2023-05-13,Male,47,45 - 54,Electronics,2,300,600
838,839,CUST839,Saturday,6,2023,2023-06-24,Female,20,18 - 24,Electronics,4,300,1200
839,840,CUST840,Wednesday,5,2023,2023-05-24,Male,62,54 - 65,Clothing,2,25,50
840,841,CUST841,Thursday,11,2023,2023-11-02,Male,31,25 - 34,Electronics,4,25,100
841,842,CUST842,Tuesday,12,2023,2023-12-26,Female,47,45 - 54,Clothing,2,300,600
842,843,CUST843,Monday,5,2023,2023-05-22,Male,21,18 - 24,Beauty,3,500,1500
843,844,CUST844,Thursday,10,2023,2023-10-12,Male,35,35 - 44,Clothing,3,50,150
844,845,CUST845,Friday,1,2023,2023-01-06,Male,54,54 - 65,Clothing,1,500,500
845,846,CUST846,Friday,9,2023,2023-09-22,Male,42,35 - 44,Beauty,1,50,50
846,847,CUST847,Saturday,4,2023,2023-04-08,Female,18,18 - 24,Electronics,4,300,1200
847,848,CUST848,Monday,2,2023,2023-02-13,Female,63,54 - 65,Clothing,3,25,75
848,849,CUST849,Thursday,5,2023,2023-05-04,Male,32,25 - 34,Clothing,2,25,50
849,850,CUST850,Friday,7,2023,2023-07-28,Female,26,25 - 34,Beauty,2,500,1000
850,851,CUST851,Friday,9,2023,2023-09-08,Male,32,25 - 34,Electronics,2,25,50
851,852,CUST852,Thursday,10,2023,2023-10-12,Female,41,35 - 44,Clothing,1,300,300
852,853,CUST853,Thursday,5,2023,2023-05-04,Male,21,18 - 24,Beauty,2,500,1000
853,854,CUST854,Wednesday,12,2023,2023-12-20,Male,29,25 - 34,Clothing,1,50,50
854,855,CUST855,Friday,9,2023,2023-09-01,Male,54,54 - 65,Beauty,1,25,25
855,856,CUST856,Monday,11,2023,2023-11-27,Male,54,54 - 65,Electronics,4,30,120
856,857,CUST857,Sunday,12,2023,2023-12-31,Male,60,54 - 65,Electronics,2,25,50
857,858,CUST858,Saturday,9,2023,2023-09-09,Male,23,18 - 24,Electronics,2,50,100
858,859,CUST859,Friday,8,2023,2023-08-18,Female,56,54 - 65,Electronics,3,500,1500
859,860,CUST860,Monday,1,2023,2023-01-09,Male,63,54 - 65,Clothing,4,50,200
860,861,CUST861,Friday,2,2023,2023-02-17,Female,41,35 - 44,Clothing,3,30,90
861,862,CUST862,Wednesday,5,2023,2023-05-31,Male,28,25 - 34,Electronics,4,300,1200
862,863,CUST863,Monday,4,2023,2023-04-24,Female,30,25 - 34,Electronics,2,25,50
863,864,CUST864,Thursday,7,2023,2023-07-27,Female,51,45 - 54,Electronics,1,500,500
864,865,CUST865,Thursday,12,2023,2023-12-21,Female,42,35 - 44,Clothing,1,300,300
